timesteps,target_index,elapsed_time,target_x,target_y,target_z,distance,reward,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,valid_side_hit,whip_target_contact
40000,0,0.9400000000000001,1.1,-0.45,0.8,1.2347282813387406,30.012473365265894,-1.5885915538217943,-1.6667367428502051,-0.5252299583626056,-0.27249513232353445,-2.7819026839460217,1.1298599575259856,0,0
40000,0,0.9500000000000001,1.1,-0.45,0.8,1.2016653135784459,33.0762259968818,-1.5840904755786298,-1.6649516875177894,-0.5609731121117029,-0.2578398281488133,-2.7921767582813874,1.1555967401292273,0,0
40000,0,0.96,1.1,-0.45,0.8,1.1652253505773795,36.53487739577346,-1.5778495978005465,-1.665523341085407,-0.5968427323076786,-0.2435120597696289,-2.799695002751218,1.1824304949176498,0,0
40000,0,0.97,1.1,-0.45,0.8,1.1270104907937348,38.37321589246132,-1.5701190651120676,-1.6685663334628227,-0.6327689550904293,-0.229219923483226,-2.804422042404944,1.2102326118832771,0,0
40000,0,0.98,1.1,-0.45,0.8,1.0912401869580373,35.86376819108587,-1.562261285792598,-1.674156171185551,-0.6689404330936564,-0.2152649001529861,-2.806521975952161,1.2394430100384486,0,0
40000,0,0.99,1.1,-0.45,0.8,1.0604063026760728,30.820458838443106,-1.5556014242323608,-1.6821426324580844,-0.7056922106353074,-0.20158150439680328,-2.8060888623087266,1.2693635740236293,0,0
40000,0,1.0,1.1,-0.45,0.8,1.0337111670192358,26.608711030829873,-1.5508610977716233,-1.6921139994802998,-0.7430643305938235,-0.18844246059256395,-2.8034344217537885,1.2978319910457565,0,0
40000,0,1.01,1.1,-0.45,0.8,1.0102672769794159,23.320998792366545,-1.5482010821999403,-1.7032073885928594,-0.7811413087688901,-0.1766231176952927,-2.7987876310912827,1.32377789744605,0,0
40000,0,1.02,1.1,-0.45,0.8,0.9896382228589128,20.478924817863785,-1.5476146512714277,-1.7145113598585606,-0.8198710069927041,-0.1664780271158105,-2.7923708168418564,1.3474149238731778,0,0
40000,0,1.03,1.1,-0.45,0.8,0.9712585713525933,18.221730360301226,-1.5490950843483422,-1.7252337010465824,-0.8591118293065847,-0.15865534755540653,-2.78462931495643,1.3688420203405298,0,0
40000,0,1.04,1.1,-0.45,0.8,0.9546710287560766,16.42353220674852,-1.5526984820340088,-1.7349216592805488,-0.8985864653412348,-0.15347496205368316,-2.7761649088559897,1.3886293714145528,0,0
40000,0,1.05,1.1,-0.45,0.8,0.9397298025564187,14.771400313091117,-1.5584326039753331,-1.7434239666319749,-0.9378682768207139,-0.15095441021328046,-2.76783316614705,1.4070188895519378,0,0
40000,0,1.06,1.1,-0.45,0.8,0.9261810506224859,13.37911291616555,-1.5663050649428498,-1.7509210441062848,-0.9762836159062087,-0.15100002752436673,-2.76034673674906,1.4241628585806112,0,0
40000,0,1.07,1.1,-0.45,0.8,0.9138388439748414,12.175752559677772,-1.5762454539564015,-1.7575491728353758,-1.0134253389181427,-0.15348751203533867,-2.754354873774306,1.4400320904205786,0,0
