elapsed_time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,reward,distance,whip_target_contact,valid_side_hit,arm_tip_ground_hit,robot_ground_contact,arm_self_contact
0.000000,3.183246031004,-1.971658917189242,1.4319934178324463,-0.8477953485199003,-1.6220304193582873,-0.005039906948804854,-2.8600924486850468,1.8079180873824736,0,0,0,0,0
0.018000,3.231781335371,-2.0236624814277904,1.384865131023717,-0.7962607202478438,-1.6732108453896384,0.015367162674665445,-0.14693238320348118,1.8078206604368483,0,0,0,0,0
0.036000,3.280859087902,-2.0632168653315324,1.3382282231183769,-0.7517389527507811,-1.721142815896545,0.036830802708864206,-0.15670955591287872,1.807793643318458,0,0,0,0,0
0.054000,3.330198376375,-2.111912152290942,1.2916885752411604,-0.7034729886599569,-1.7701882683720926,0.07094682052731513,-0.1530251032726347,1.807741838240391,0,0,0,0,0
0.072000,3.353297133940,-2.1621482757931965,1.2406727724703073,-0.6748805994339971,-1.8225171863522867,0.11812278762459753,-0.14791940481187704,1.8075860767343246,0,0,0,0,0
0.090000,3.394543140131,-2.2090567300921697,1.2026344258518933,-0.6309217891641645,-1.8745920660581925,0.12556837275624275,-0.1442523276188592,1.8073412439770213,0,0,0,0,0
0.108000,3.417007036703,-2.258110437512996,1.1541276320250748,-0.6035818735309629,-1.9219100757923462,0.12475098296999931,-0.1434248962381143,1.8069994058388945,0,0,0,0,0
0.126000,3.381549483883,-2.294613404989841,1.1151634078653574,-0.6175977504797964,-1.9730106998470165,0.13517073288559914,-0.12206481110593571,1.8064288008595375,0,0,0,0,0
0.144000,3.399312135922,-2.3449299062496447,1.0691683892341375,-0.601252358014205,-2.022664355286632,0.10545506089925766,-0.10002057358418572,1.8056258303981576,0,0,0,0,0
0.162000,3.388948437023,-2.396419698715808,1.0317560165556192,-0.6261176488348036,-2.0729194107141833,0.07256741523742676,-0.060170289574460106,1.8043668669674537,0,0,0,0,0
0.180000,3.366731212484,-2.4200937646335383,0.9827412963839293,-0.6421780610629111,-2.1233129758622984,0.09830736100673676,-0.007518248736381128,1.8024862974371596,0,0,0,0,0
0.198000,3.343018071698,-2.472038680583837,0.9453330887289763,-0.6757467835196047,-2.1677187391605717,0.12240935415029526,0.05942830448512881,1.7998860321265073,0,0,0,0,0
0.216000,3.302803980606,-2.5242777923947592,0.8971937432320833,-0.7197397463568239,-2.217048552283321,0.08925316616892814,0.14088950481131463,1.7964296381723024,0,0,0,0,0
0.234000,3.256145030307,-2.576493093789222,0.8548267386289359,-0.7686665723272352,-2.262383394339357,0.052305411100387576,0.2419670001212766,1.7918418853443714,0,0,0,0,0
0.252000,3.207972032922,-2.628341572702529,0.8087482943566562,-0.8156871380456476,-2.300280546345983,0.09189028322696687,0.38692656440109713,1.7856228523256847,0,0,0,0,0
0.270000,3.156828560131,-2.679932721377017,0.7580144458444835,-0.8636753754862337,-2.3523852884259564,0.0966921329498291,0.5829645119129703,1.7771869124915427,0,0,0,0,0
0.288000,3.105239166962,-2.7314133169955035,0.7123617351980926,-0.8816719635375528,-2.397107571610485,0.12167635381221771,0.8446325913774924,1.7657946114143603,0,0,0,0,0
0.306000,3.053834752786,-2.7828209417766354,0.6609162559540989,-0.9294178285249262,-2.4457839329030855,0.14787577897310256,1.2573005139307958,1.7498395458384215,0,0,0,0,0
0.324000,3.001639613109,-2.8347725230163356,0.6163173901470425,-0.9789673239537268,-2.4954932701077803,0.17718760639429093,2.1748073013599063,1.7236625284057365,0,0,0,0,0
0.342000,2.949819497662,-2.8813487329787035,0.5702017203899147,-1.0297937730499296,-2.542107663103615,0.18604264676570892,4.1415517445601555,1.6755749608157222,0,0,0,0,0
0.360000,2.897983147698,-2.9197933837479373,0.5530967665644408,-1.0802773039587525,-2.588312679031168,0.20481392920017244,4.622987366823931,1.6189141071161977,0,0,0,0,0
0.378000,2.845663138675,-2.9660244756644984,0.5152548144193412,-1.1124557878621606,-2.6392422867801533,0.2218316960334778,8.834770170583077,1.5759322059297372,0,0,0,0,0
0.396000,2.793300837921,-3.015184815198781,0.4963998247118712,-1.144612758214095,-2.691186980554138,0.2453714516758919,6.40766803243109,1.5444954158300193,0,0,0,0,0
0.414000,2.740851641195,-3.055170296252372,0.4849929266603709,-1.1643303302475003,-2.743572684922491,0.2761667409539223,4.632859738929492,1.5214926146768772,0,0,0,0,0
0.432000,2.688397334414,-3.100300141543748,0.5243870651157618,-1.206671969199994,-2.7957199158754693,0.3182493567466736,3.269633418172443,1.5050128894332957,0,0,0,0,0
0.450000,2.635949980813,-3.1419450074142237,0.5481134551199198,-1.2252588640697986,-2.847468543746744,0.36695879101753237,2.1697695444251206,1.4937474024277213,0,0,0,0,0
0.468000,2.583533215570,-3.1917976545995494,0.5609746598633052,-1.261066113019803,-2.8998467128959047,0.4172574931383133,1.290851939436526,1.4866686280252641,0,0,0,0,0
0.486000,2.531137866872,-3.2398082849091314,0.5698325102957011,-1.2973887359150438,-2.9522102184083807,0.46585572659969327,0.5963226250570146,1.4828846621963434,0,0,0,0,0
