shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,elapsed_time
0.6255895034930029,-2.547511663044707,0.7537154886589668,-1.2247440691296418,-0.9441706538871169,-0.2739885166763541,0.77
0.630529797625629,-2.5337106932126625,0.7409117375013526,-1.2244555584706018,-0.9463047325879109,-0.25421037815106584,0.78
0.6366798088515788,-2.5192948529988484,0.7297760912777366,-1.2254715517091315,-0.947150857492692,-0.23400957174160203,0.79
0.6439972696790709,-2.504226348753818,0.7204498194037292,-1.227696703362137,-0.9466703262461753,-0.21340551787045176,0.8
0.6524298190811436,-2.4884765849766572,0.7129392753251004,-1.2310703658951638,-0.9448968856065345,-0.19246405896092564,0.81
0.6619313820936855,-2.4720465006022283,0.7071988281289262,-1.2355734062194468,-0.9418702564265482,-0.1712773302635387,0.8200000000000001
0.6724607166043642,-2.454959725263992,0.7031682601497596,-1.241208145607666,-0.9376261339723244,-0.1499329176716579,0.8300000000000001
0.6839709531843845,-2.437260132248496,0.7007868460761089,-1.24794385472734,-0.932210259938474,-0.1284365820817934,0.84
0.6964125060434092,-2.4190174368249475,0.6999949886333675,-1.2557400992350698,-0.9256707477682686,-0.10674558731983846,0.85
0.7097355612972669,-2.400332549835647,0.70073534461003,-1.2645594878568072,-0.9180503842878069,-0.08484495800204626,0.86
0.7238832987478262,-2.38134854537995,0.7029553041187293,-1.2743437873093322,-0.9094110337908,-0.0627038362555877,0.87
0.7388024688575066,-2.3622488713675667,0.7066001906312713,-1.285037787397283,-0.8998213410837148,-0.04028211768789986,0.88
0.7544212296514167,-2.3432792721419324,0.7116218797231385,-1.2965972922101994,-0.8893762607134795,-0.017445935040655412,0.89
0.7705808753656348,-2.324712117829743,0.7179578212349396,-1.3089595294892333,-0.878205824485142,0.005672984071291978,0.9
0.786648663455935,-2.3067447315668406,0.7254889672725398,-1.3221135257356542,-0.8663578412861804,0.029056426733193596,0.91
0.8013813290675051,-2.289429265735527,0.7340755340018564,-1.336081510314277,-0.8538836427705663,0.05275793661098958,0.92
0.814098365924832,-2.272390848113435,0.7435570814283956,-1.3508633084794412,-0.8406524516015088,0.07666768911701902,0.93
0.8247405425469537,-2.255123746697424,0.7538989978087745,-1.366434417386593,-0.8266187448812666,0.10086156057770199,0.9400000000000001
0.8333691475869205,-2.2373534806716044,0.7651487315622221,-1.3827209794191277,-0.8118147217171239,0.12529462223083265,0.9500000000000001
0.8400661383334997,-2.218982828626481,0.7773085123626128,-1.3996699378525332,-0.7962819002119814,0.14994699989098623,0.96
0.8449227396764415,-2.2000030740484147,0.7903503770169942,-1.4172379837246891,-0.7800513054448024,0.174822376080636,0.97
