elapsed_time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,reward,terminated,truncated,distance,whip_target_contact,valid_side_hit,arm_tip_ground_hit,robot_ground_contact,arm_self_contact
0.11,0.11471080606774103,-1.9598542273311312,1.48204524337438,-0.8559120137376213,-1.6325869835452491,-0.09276741548809699,-0.16642403525695249,0,0,1.5347475990982027,0,0,0,0,0
0.12,0.13208106496758446,-1.9651927686891586,1.4831796638107293,-0.8515875265053432,-1.6437627437568063,-0.10483558019683396,-0.14758900748567194,0,0,1.5346117141297384,0,0,0,0,0
0.13,0.15043497271125958,-1.9705060525128817,1.4859456196679164,-0.8463997848729156,-1.6565223288525681,-0.11689244386242297,-0.13790305720177348,0,0,1.5344445549597379,0,0,0,0,0
0.14,0.16997768507479838,-1.9753481316667905,1.4884623163350774,-0.8407277827290603,-1.6698237162366787,-0.12929642196355987,-0.1526917696930813,0,0,1.5343050981645063,0,0,0,0,0
0.15,0.19009308111004394,-1.9797058234712794,1.4923959918954455,-0.8339704206345984,-1.6837088930157564,-0.14195803789841185,-0.14037425084985705,0,0,1.5341438973376433,0,0,0,0,0
0.16,0.21142569532185626,-1.9829009199721022,1.4974357068717872,-0.8262790925120713,-1.69712245313506,-0.15487442265677792,-0.1439063460170179,0,0,1.5339696418316133,0,0,0,0,0
0.17,0.23387131509379425,-1.9846660840066639,1.5023880094177415,-0.8177760488108191,-1.7111973046884943,-0.16762349642875377,-0.13722564070352256,0,0,1.5337571526222153,0,0,0,0,0
0.18,0.2573320206631527,-1.9852793442402767,1.5075194400868275,-0.8092135100576932,-1.7268016059513398,-0.1800768942367317,-0.1377180633594411,0,0,1.5335565764084784,0,0,0,0,0
0.19,0.28117122574612935,-1.9847644473808954,1.513191583563114,-0.7993800156761213,-1.7423423611369044,-0.19219847513495564,-0.14359921692485073,0,0,1.5333825368787724,0,0,0,0,0
0.2,0.30594902156715226,-1.9842471940671622,1.5192222380731117,-0.7879304474653414,-1.755725736991591,-0.20294455848047363,-0.1600531266602469,0,0,1.5333080553754683,0,0,0,0,0
0.21,0.3316303186831296,-1.9841468268790956,1.5250792859096183,-0.775267108330094,-1.7686512035727393,-0.21146536278952896,-0.1590234218676136,0,0,1.5331956726907539,0,0,0,0,0
0.22,0.35798661815857336,-1.9841439361681756,1.5318605629197204,-0.7614059890124317,-1.7813912233042846,-0.2195627518500332,-0.18595206750763643,0,0,1.5332166228554944,0,0,0,0,0
0.23,0.3845198131520976,-1.9850540908396095,1.5400465400436045,-0.7476735924580183,-1.7955125946263313,-0.22705633665273586,-0.19471166451017188,0,0,1.5333553240207811,0,0,0,0,0
0.24,0.4113144573594876,-1.9855456978965287,1.5486286022185396,-0.73348118361766,-1.8093353545779258,-0.23232411536339131,-0.1938613661062085,0,0,1.5335160251341202,0,0,0,0,0
0.25,0.4383970445455268,-1.9849955523906502,1.558272844407037,-0.7179974784046637,-1.8211360309945914,-0.2381062395570005,-0.1909022730568764,0,0,1.5336831889746603,0,0,0,0,0
0.26,0.4663118872150525,-1.9842818439566223,1.5678650980424105,-0.7026875898639866,-1.8316008357769396,-0.24316641351485208,-0.21002716277443612,0,0,1.5339326563055642,0,0,0,0,0
0.27,0.49534799274972147,-1.9832045560178047,1.577099897313321,-0.6876130164554558,-1.8429494144681473,-0.24789765856333712,-0.21106138751599773,0,0,1.5342085309368871,0,0,0,0,0
0.28,0.5244009609160082,-1.981763759166334,1.585933153581194,-0.6725174054149163,-1.8536871614118824,-0.2513821460784733,-0.21902702231035667,0,0,1.5345268062124189,0,0,0,0,0
0.29,0.5535192548832266,-1.9793140693203415,1.5956122876881556,-0.6581281129776053,-1.8628441189704066,-0.2537609394506255,-0.21528529285239087,0,0,1.5348883696366478,0,0,0,0,0
0.3,0.5834780113711774,-1.975221653963567,1.6048877479168084,-0.6439274478996637,-1.8720481455561884,-0.25519981433946926,-0.21504636931979987,0,0,1.535245171286455,0,0,0,0,0
0.31,0.6139100106882006,-1.970077298889156,1.6140137505118295,-0.6293916134932036,-1.8825621723153516,-0.25768835511060595,-0.21655462295046213,0,0,1.5356485454445477,0,0,0,0,0
0.32,0.6448613539891678,-1.9637659098664537,1.6225719489703383,-0.6136583881831835,-1.8919756136724626,-0.26147081147760803,-0.2233431519381172,0,0,1.5361006182275392,0,0,0,0,0
0.33,0.6763972833769653,-1.9568205811413746,1.6290343972098806,-0.5963750591437781,-1.8994716824329299,-0.26348947495963615,-0.21299283261159643,0,0,1.5365254164909834,0,0,0,0,0
0.34,0.7071714517045719,-1.9501144239402595,1.6334018326714987,-0.5786524571032107,-1.9048070097803977,-0.26617949394714474,-0.22352953472927903,0,0,1.5369484621976024,0,0,0,0,0
0.35000000000000003,0.7384961532073174,-1.9439268971464863,1.6359537571320302,-0.5612127539410449,-1.9083951475227858,-0.26749214990575687,-0.22649013681021227,0,0,1.5374755408708518,0,0,0,0,0
0.36,0.7705610600862365,-1.9376755092596252,1.6368802626562797,-0.5447135324577406,-1.9130571487915375,-0.26734720834420084,-0.23491411312623428,0,0,1.538055666056278,0,0,0,0,0
0.37,0.8029551975280332,-1.9311549309777858,1.636812001732589,-0.5275149699937614,-1.916773001258187,-0.26696785803730133,-0.24255417966954482,0,0,1.5386815192496544,0,0,0,0,0
0.38,0.8356998271868589,-1.9247289210227998,1.63585308125966,-0.5089985106871612,-1.9188846367549794,-0.26506742761228774,-0.2437477177247095,0,0,1.539369472838191,0,0,0,0,0
0.39,0.8670292621743695,-1.9183723796202956,1.6341394163695317,-0.4906700038901798,-1.919824658779005,-0.26152648665470496,-0.24937969956202083,0,0,1.540042400578553,0,0,0,0,0
