elapsed_time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,reward,terminated,truncated,distance,whip_target_contact,valid_side_hit,arm_tip_ground_hit,robot_ground_contact,arm_self_contact
0.4,0.8967959768290157,-1.912544662763994,1.631493840809117,-0.47210090015600203,-1.9210605027516043,-0.2575686783994702,-0.24654760171261358,0,0,1.5406749213037507,0,0,0,0,0
0.41000000000000003,0.9269081611521354,-1.9069579601768805,1.6278864266455813,-0.4528075627018322,-1.9220525546021863,-0.2521697453027825,-0.23041556533935176,0,0,1.5411886433550916,0,0,0,0,0
0.42,0.9569213877427658,-1.901494240137617,1.6229338696607107,-0.43335617357516076,-1.922445966866408,-0.2456166752046118,-0.2294394050232505,0,0,1.54167095024555,0,0,0,0,0
0.43,0.9863337651698542,-1.8964109433040615,1.6181340162606004,-0.41357954505329336,-1.9224270121707567,-0.23834058366568922,-0.23541311904804035,0,0,1.542165872174416,0,0,0,0,0
0.44,1.014556329410095,-1.8912419125072784,1.6140049797086853,-0.39600743618253026,-1.9215997229770372,-0.2297876338380864,-0.23143274690580182,0,0,1.5426699338611793,0,0,0,0,0
0.45,1.0432539067609794,-1.8847353331568193,1.6094735088823044,-0.37896720212185603,-1.920671722006347,-0.21968943373044342,-0.22000627053659008,0,0,1.543079214854967,0,0,0,0,0
0.46,1.0711710127531726,-1.8781620657306461,1.6044564420399003,-0.3632837871360571,-1.9179597152036636,-0.20994683883309115,-0.22578559602277637,0,0,1.5435007915877181,0,0,0,0,0
0.47000000000000003,1.0985564247357302,-1.8720589250992707,1.5989336195227029,-0.3475033245156503,-1.9144587227925727,-0.2016333307222619,-0.22257268513883027,0,0,1.5439291084662792,0,0,0,0,0
0.48,1.1250317399693421,-1.8661890035090343,1.5933683264679286,-0.33095369814155845,-1.9117061630772287,-0.19321046275854784,-0.23543113950460443,0,0,1.5444452725572062,0,0,0,0,0
0.49,1.1521300600060083,-1.860687723265637,1.588516526276225,-0.31615487949008847,-1.9083651555459282,-0.18368430939943203,-0.22451288310539755,0,0,1.544947571968396,0,0,0,0,0
0.5,1.1791366760596815,-1.8559597187230417,1.5835504318065239,-0.3017496362138259,-1.905150975955978,-0.1728025243071189,-0.22636805162716034,0,0,1.545392041854574,0,0,0,0,0
0.51,1.2056619443550032,-1.8514726583864898,1.5783453541963808,-0.28910125429059613,-1.9016186033665785,-0.16231318009932272,-0.22452528562345622,0,0,1.5457859517639447,0,0,0,0,0
0.52,1.2320200329521873,-1.8472630591007122,1.573776641802562,-0.27648112066820857,-1.8978249984957034,-0.15204461630937394,-0.19317171288071489,0,0,1.545834727440265,0,0,0,0,0
0.53,1.257079441650693,-1.842764254558396,1.5700102019408244,-0.26463579551290256,-1.896092487449699,-0.1420580279302876,-0.14508593211930879,0,0,1.5453917199833287,0,0,0,0,0
0.54,1.2812817818362305,-1.8372251976772618,1.5663408308457907,-0.25320152391626055,-1.8959474459424746,-0.13169028525426069,-0.13724244672602753,0,0,1.5448666726319757,0,0,0,0,0
0.55,1.3048235436656501,-1.8313094932578926,1.5633606369001118,-0.24131581164326185,-1.8959714132750496,-0.12216537216483882,-0.023302214458549825,0,0,1.5430011102059589,0,0,0,0,0
0.56,1.3278193826794589,-1.82626314891881,1.5601586849421902,-0.22957678400086776,-1.895999675119326,-0.11305705567050289,0.09461563580699245,0,0,1.5398512919412302,0,0,0,0,0
0.5700000000000001,1.350536818105638,-1.822035364671502,1.5573398047253244,-0.21744692349568265,-1.8950291145565181,-0.10310363592215871,0.30044949448888786,0,0,1.534476982680582,0,0,0,0,0
0.58,1.3713805992842025,-1.818011771468488,1.5551365665622792,-0.2053336296315891,-1.8937523653875068,-0.09252937481666254,1.4370618954626995,0,0,1.5260348892664939,0,0,0,0,0
0.59,1.391020370222214,-1.8131647022995454,1.5532892382434154,-0.19318656058235967,-1.8926610382701408,-0.08117524517070626,2.1706588757955143,0,0,1.5148080706794238,0,0,0,0,0
