episode,outcome,total_reward,steps,elapsed_time,time_to_first_contact,min_distance,final_distance,target_contact,valid_side_hit,bad_top_down_hit,arm_tip_ground_hit,robot_ground_contact,arm_self_contact,terminated,truncated,target_x,target_y,target_z
86,timeout_or_miss,468.03546101792233,250,2.5,nan,0.326526528323465,0.6003532645850861,0,0,0,0,0,0,0,1,0.8778612150438728,0.35110412622842446,0.6477709883082063
87,timeout_or_miss,706.7635577074068,250,2.5,nan,0.36706962564967305,0.5630072470067897,0,0,0,0,0,0,0,1,0.8772107125630645,0.30967230066914564,0.6540918337890023
88,timeout_or_miss,705.2692092893551,250,2.5,nan,0.3183528749375765,0.6889643971192133,0,0,0,0,0,0,0,1,0.8748883657209892,0.336630770854055,0.6876130476324526
89,timeout_or_miss,494.2050884538999,250,2.5,nan,0.3649084452674667,1.1247225831974388,0,0,0,0,0,0,0,1,0.8456815177583934,0.31158963943609475,0.697689031389058
90,robot_ground_failure,-46.16078223688777,244,2.44,nan,0.3267084362666199,0.5646523582373879,0,0,0,0,1,0,0,1,0.8455900732890532,0.3752789128595428,0.6078253205805682
91,timeout_or_miss,234.503653705984,250,2.5,nan,0.12719690692686428,1.0333203720181283,0,0,0,0,0,0,0,1,0.8808840443754445,0.31520003238778366,0.6124956285041656
92,timeout_or_miss,254.77327373392785,250,2.5,nan,0.12263061879105873,1.6891503866331403,0,0,0,0,0,0,0,1,0.8276436302466981,0.34247073915393533,0.6485285678287934
93,timeout_or_miss,266.3799513134696,250,2.5,nan,0.13921963962106734,1.1527246164950051,0,0,0,0,0,0,0,1,0.8428292527569545,0.3034539526674067,0.6597031260391557
94,timeout_or_miss,204.80757196418463,250,2.5,nan,0.5041634118537749,1.8592535276604205,0,0,0,0,0,0,0,1,0.8741959274526392,0.39787538797884514,0.6554159948125774
95,timeout_or_miss,284.77460835881067,250,2.5,nan,0.18398410385526537,2.0576006013496024,0,0,0,0,0,0,0,1,0.8931868471848439,0.3951966108808792,0.6212395348062765
96,timeout_or_miss,310.0064621705624,250,2.5,nan,0.11478471961428105,0.8195942914689774,0,0,0,0,0,0,0,1,0.8066379918730728,0.31696618972190205,0.6744433421879046
97,timeout_or_miss,211.66347315659712,250,2.5,nan,0.5020900556849318,1.8392137310156156,0,0,0,0,0,0,0,1,0.826096910208493,0.31122383008100163,0.6943387554803591
98,timeout_or_miss,626.3294055419017,250,2.5,nan,0.35756588760183383,0.5560618476442557,0,0,0,0,0,0,0,1,0.8683589392219472,0.39581797289213644,0.6329509774755475
99,timeout_or_miss,265.1262844911639,250,2.5,nan,0.45120980536298305,1.5922065741812506,0,0,0,0,0,0,0,1,0.8192258286910635,0.31367887684639506,0.6943377696350358
